Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity
"Dairy, Bread & Batter",Pillsbury Pancake Mix - Funfetti,9900,11,0,8800,162,TRUE,162
"Dairy, Bread & Batter",Prabhat Malai Paneer Pouch,8000,0,0,8000,200,TRUE,200
"Dairy, Bread & Batter",Suguna Nourish Egg ,7200,16,0,6000,348,TRUE,6
"Dairy, Bread & Batter",RRO Mozzarella Block Cheese,29500,50,0,14700,200,TRUE,200
Beverages,Mother Dairy Toned Milk Pouch,2500,0,4,2500,500,FALSE,500
Beverages,Mother Dairy Classic Curd,3000,3,6,2900,400,FALSE,400
Beverages,Mother Dairy Ultra Full Cream Milk,3100,0,4,3100,500,FALSE,500
Beverages,Amul Butter - Pasteurised,5000,2,6,4900,100,FALSE,100
Beverages,Britannia Sandwich White Bread,3300,0,4,3300,350,FALSE,350
Beverages,iD Curd Pouch,3500,2,6,3400,400,FALSE,400
Beverages,iD Idli & Dosa Batter ,8000,15,6,6800,1000,FALSE,1
Beverages,Britannia 100% Whole Wheat Bread,4500,0,4,4500,450,FALSE,450
Beverages,Britannia Healthy Slice Sandwich Bread,4000,0,4,4000,450,FALSE,450
Beverages,Gowardhan Classic Block Fresh Paneer,8900,8,6,8100,200,FALSE,200
Beverages,Amul Processed Cheese Cubes,10600,4,6,10100,200,FALSE,200
Beverages,Britannia Pav,2200,0,4,2200,250,FALSE,250
Beverages,Amul Butter - Pasteurised,24500,2,6,24000,500,FALSE,500
Beverages,Arden Eggs White,9700,0,4,9700,696,FALSE,12
Beverages,Arden Eggs White,6500,15,4,5500,348,FALSE,6
Beverages,Nestle A+ Nourish Dahi,3500,2,6,3400,200,FALSE,200
Beverages,Britannia Burger Bun with Sesame Seed,1500,0,4,1500,100,FALSE,100
Beverages,Amul Frozen Malai Paneer,7500,2,6,7300,200,FALSE,200
Beverages,iD Natural Paneer,10500,5,6,9900,200,FALSE,200
Beverages,Britannia Fruit Bun,1700,0,3,1700,100,FALSE,100
Beverages,Amul Cheese - Processed Slices,12200,1,6,12000,200,FALSE,200
Beverages,iD Curd Cup,6000,0,6,6000,400,FALSE,400
Beverages,The Bake Shop Premium White Sandwich Bread,3000,0,1,3000,400,FALSE,400
Beverages,Britannia Multigrain Bread ,5500,0,4,5500,400,FALSE,400
Beverages,Amul Processed Cheese Block,10600,0,6,10600,200,FALSE,200
Beverages,Nestle A+ Nourish Dahi,7000,2,6,6800,400,FALSE,400
Beverages,Arden Eggs Brown,8500,7,4,7900,348,FALSE,6
Beverages,Epigamia Misti Doi,3000,0,6,3000,85,FALSE,85
Beverages,Amul Cheese - Block,24500,2,6,24000,500,FALSE,500
Beverages,Amul Butter - Pasteurised (School Pack),5900,3,6,5700,100,FALSE,100
Beverages,Britannia Brown Bread ,4200,0,4,4200,400,FALSE,400
Beverages,Amul Fresh Cream,19700,3,3,19100,1000,FALSE,1
Beverages,Epigamia Natural Greek Yogurt,4500,0,6,4500,90,FALSE,90
Beverages,The Bake Shop Pizza Base,3000,0,1,3000,150,FALSE,150
Beverages,Amul Delicious Fat Spread - Cholesterol Free,1800,5,6,1700,100,FALSE,100
Beverages,D'lecta Dairy Cream,5400,5,6,5100,200,FALSE,200
Beverages,Nestle A+ Actiplus Probiotic Dahi Plain Curd,7800,3,5,7500,400,FALSE,400
Beverages,Bio Nutrients Pure Diet Tofu Gold ,6000,5,5,5700,200,FALSE,200
Beverages,Amul Delicious Fat Spread - Cholesterol Free,8800,2,2,8600,500,FALSE,500
Beverages,Amul Mithai Mate Condensed Sweetened Milk,5600,3,4,5400,200,FALSE,200
Beverages,Arden Desi Eggs,11000,13,4,9500,348,FALSE,6
Beverages,Amul Cheese - Pepper,8500,3,6,8200,200,FALSE,200
Beverages,Amul Cheese Spread Creamy,8500,5,6,8000,180,FALSE,180
Beverages,The Bake Shop Foot Long,4000,0,1,4000,200,FALSE,200
Beverages,Amul Cheese Slices,36000,0,1,35900,750,FALSE,750
Beverages,Suguna Sharp Egg ,7200,13,3,6200,348,FALSE,6
Beverages,Amul Cheese Sauce Mexican Salsa,7500,4,1,7200,200,FALSE,200
Beverages,Nestle Everyday Dairy Whitener,21000,0,4,21000,400,FALSE,400
Beverages,Amul Pizza Cheese Processed,10900,4,6,10400,200,FALSE,200
Beverages,Betty Crocker Complete Pancake Mix Original,11000,4,6,10500,250,FALSE,500
Beverages,Amul Lite Spread,4000,2,5,3900,100,FALSE,100
Beverages,Go Cheese Slice - Plain,14000,5,6,13300,200,FALSE,200
Beverages,Pillsbury Choco Chip Pancake Mix,9900,5,6,9400,165,FALSE,165
Beverages,RRO Sour Cream,27500,50,4,13700,200,FALSE,200
Beverages,D'lecta Natural Feta Cheese Block,10000,5,4,9500,100,FALSE,100
Beverages,Suguna Active - DHA,7200,13,4,6200,348,FALSE,6
Beverages,Go Cheese Processed Angles Plain,10000,5,6,9500,160,FALSE,160
Beverages,Epigamia Greek Yogurt - Natural,20000,0,1,20000,400,FALSE,400
Beverages,Amul Unsalted Cooking Butter,24500,2,6,23800,500,FALSE,500
Beverages,The Whole Truth Dark Chocolate Peanut Butter - Creamy,23500,25,6,17400,325,FALSE,325
Beverages,The Laughing Cow Cheese Slices,15500,0,2,15500,200,FALSE,200
Beverages,Epigamia Almond Milk Unsweetened Dairy Free,30000,33,4,19900,1000,FALSE,1
Beverages,Go Cheese  Spread Plain,9900,5,6,9400,200,FALSE,200
Beverages,So Good Almond Milk - Natural Unsweetened,7000,0,4,7000,200,FALSE,200
Beverages,Amul Cheese Sauce Jalapeno,7500,0,5,7500,200,FALSE,200
Beverages,D'lecta Cream Cheese,16900,4,4,16100,150,FALSE,150
Beverages,Dlecta Natural Cheddar Slices,19900,5,6,18900,200,FALSE,200
Beverages,Suguna Heart- Omega3,7200,13,4,6200,348,FALSE,6
Beverages,Go Cheese Spread - Garlic,9900,5,6,9400,200,FALSE,200
Beverages,Go Pizza Cheese,14000,5,6,13300,200,FALSE,200
Beverages,RRO Cheddar Block Cheese,29500,50,6,14700,200,FALSE,200
Beverages,The Whole Truth Peanut Butter With Dates - Creamy No Sugar,21500,9,6,19400,325,FALSE,325
Beverages,Suguna Fit Egg,12000,43,4,6800,348,FALSE,6
Beverages,Pantai Coconut Cream,15000,4,4,14300,400,FALSE,400
Beverages,RRO Fresh Ricotta,27500,50,6,13700,200,FALSE,200
Beverages,Dlecta Cheese Cubes 2,14500,5,6,13700,200,FALSE,200
Beverages,RRO Mozzarella Pizza Cheese,27500,50,6,13700,200,FALSE,200
Beverages,The Laughing Cow Cheese Cubes,15000,0,4,15000,200,FALSE,200
Beverages,Yogabar 100% Pure Peanut Butter Creamy & Yummy Unsweetened,22900,10,6,20600,400,FALSE,400
Beverages,RRO Burrata Cheese,25000,50,4,12500,200,FALSE,200
Beverages,The Whole Truth Dark Chocolate Peanut Butter - Crunchy,23500,20,5,18800,325,FALSE,325
Beverages,Go Cheese Processed Squares,12500,5,6,11800,200,FALSE,200
Beverages,Funfoods Peanut Butter Crunchy,16900,7,1,15600,400,FALSE,400
Beverages,Amul Safed Makkhan,23500,1,6,23200,500,FALSE,500
Beverages,Go Cheese Spread - Four Pepper (Soft & Creamy),9900,5,6,9400,200,FALSE,200
Beverages,Dlicia Whip Topping Bottle,23500,27,5,17100,1000,FALSE,1
Beverages,Amulya Dairy Whitener ,38000,2,4,37200,1000,FALSE,1
Beverages,Laughing Cow Cheese 8 Portion 120Gm Imported,11000,0,6,11000,120,FALSE,120
Beverages,The Whole Truth Peanut Butter - Sweetened & Crunchy,21500,20,6,17200,325,FALSE,325
Beverages,Go Processed Cheese Block,12500,4,6,11900,200,FALSE,200
Beverages,Go Cheese Processed Block,24900,4,6,23700,400,FALSE,400
Beverages,RRO Goat Milk Fetta Cheee,34500,31,6,23700,100,FALSE,100
Beverages,RRO Mascarpone Cheese,35500,50,6,17700,200,FALSE,200
Beverages,D'lecta Cheddar Cheese,19900,5,6,18900,200,FALSE,200
Beverages,Funfoods Peanut Butter Creamy,16900,0,1,16900,400,FALSE,400
Beverages,Pantai Coconut Milk,15000,0,4,15000,400,FALSE,400
Beverages,Dlecta Cheese Block,14500,0,6,14500,200,FALSE,200
Beverages,President Butter - Salted,5400,0,6,5400,100,FALSE,100
Beverages,The Laughing Cow Plain Processed Cheese Block,15000,0,6,15000,200,FALSE,200
Beverages,Yoga Bar Peanut Butter Dark Chocolate Jar,24900,0,4,24900,400,FALSE,400
Beverages,The Laughing Cow Cheese Spread Plain,11000,0,6,11000,180,FALSE,180
Beverages,Amul Malai Paneer Fresh ,7600,3,0,7300,200,TRUE,200
Beverages,Amul Taaza Toned Homogenised Milk,6600,3,0,6400,1000,TRUE,1
Beverages,Amul Fresh Cream,6300,0,0,6300,250,TRUE,250
Beverages,Amul Lactose Free Milk,2500,4,0,2400,250,TRUE,250
Beverages,The Bake Shop Whole Wheat Bread,4000,0,0,4000,400,TRUE,400
Beverages,Amul Slim Trim Skimmed Milk,7500,0,0,7500,1000,TRUE,1
Beverages,Amul Cheese Slices,7100,1,0,7000,100,TRUE,100
Beverages,Amul Pizza Cheese - Mozzarella,10000,1,0,9900,200,TRUE,200
Beverages,The Bake Shop Pizza Base Whole Wheat,3000,0,0,3000,150,TRUE,150
Beverages,Nestle A+ Slim Dahi - Low Fat,7800,3,0,7500,400,TRUE,400
Beverages,Britannia Cheese Garlic Bread,3500,0,0,3500,300,TRUE,300
Beverages,The Bake Shop Whole Wheat Ladi Pav,4000,0,0,4000,200,TRUE,200
Beverages,Amul Cheese Spread Yummy Plain,8500,0,0,8500,200,TRUE,200
Beverages,Britannia Atta Kulcha,3000,0,0,3000,250,TRUE,250
Beverages,Suguna Nourish Egg,6200,0,0,6200,696,TRUE,12
Beverages,The Bake Shop Multi Grain Bread,6500,0,0,6500,400,TRUE,400
Beverages,Nestle A+ Slim Milk,8900,0,0,8900,1000,TRUE,1
Beverages,Go Cheese Pizza Blend Mozzarella + Cheddar,12500,5,0,11800,200,TRUE,200
Beverages,The Whole Truth Peanut Butter - Unsweetened & Crunchy,18500,20,0,14800,325,TRUE,325
Beverages,Amul Cheese Spread Spicy Garlic,8500,3,0,8200,200,TRUE,200
Beverages,The Bake Shop Burger Buns,2000,0,0,2000,100,TRUE,100
Beverages,D'lecta Shredded Mozzarella Cheese,10000,5,0,9500,140,TRUE,140
Beverages,Britannia Burger Bun with Sesame Seed,3000,0,0,3000,200,TRUE,200
Beverages,Suguna Vitamin D Egg,7500,17,0,6200,348,TRUE,6
Beverages,Pillsbury Pancake Mix - Funfetti,9900,11,0,8800,162,TRUE,162
Beverages,Prabhat Malai Paneer Pouch,8000,0,0,8000,200,TRUE,200
Beverages,Suguna Nourish Egg ,7200,16,0,6000,348,TRUE,6
Beverages,RRO Mozzarella Block Cheese,29500,50,0,14700,200,TRUE,200
Packaged Food,Maggi 2 Minute Masala Noodles,1200,0,6,1200,70,FALSE,70
Packaged Food,iD Idli & Dosa Batter ,8000,15,6,6800,1000,FALSE,1
Packaged Food,iD Malabar Parota ,8000,10,4,7200,400,FALSE,400
Packaged Food,iD Wheat Lachha Paratha,8000,12,6,7000,400,FALSE,400
Packaged Food,McCain Aloo Tikki,11000,4,6,10500,400,FALSE,400
Packaged Food,McCain Smiles Cripsy Happy Potatoes,12000,5,6,11400,415,FALSE,415
Packaged Food,McCain Veggie Burger Patty,11500,3,6,11100,360,FALSE,360
Packaged Food,McCain Veggie Fingers,11700,5,6,11100,400,FALSE,400
Packaged Food,Amul Delicious Fat Spread - Cholesterol Free,1800,5,6,1700,100,FALSE,100
Packaged Food,Whiskas Wet  Meal (Adult - Cat Food)  Chicken in Gravy,3500,2,2,3400,85,FALSE,85
Packaged Food,McCain Chilli Garlic Potato Bites Crunchy Potato Nuggets,12500,5,1,11800,420,FALSE,420
Packaged Food,Ching's Secret Instant Hot Garlic Noodles,1500,0,3,1500,60,FALSE,60
Packaged Food,Veeba Eggless Mayonnaise,7900,11,5,7000,250,FALSE,250
Packaged Food,Ching's Secret Instant Schezwan Noodles,1500,0,6,1500,60,FALSE,60
Packaged Food,Veeba Pasta And Pizza Sauce,7500,13,5,6500,280,FALSE,280
Packaged Food,Top Ramen  Noodles Curry Veg Pouch,2000,0,1,2000,70,FALSE,70
Packaged Food,Saffola Veggie Twist Masala Oats,1500,0,6,1500,38,FALSE,38
Packaged Food,Unibic Almond & Oats Protein Bar,4000,17,4,3300,30,FALSE,30
Packaged Food,Quaker Oats,7900,0,2,7900,400,FALSE,400
Packaged Food,Amul Delicious Fat Spread - Cholesterol Free,8800,2,2,8600,500,FALSE,500
Packaged Food,McCain French Fries,12000,5,1,11400,420,FALSE,420
Packaged Food,Ching's Secret Manchow Instant Soup,1000,0,1,1000,15,FALSE,15
Packaged Food,McCain Potato Cheese Shotz,13000,4,6,12400,250,FALSE,250
Packaged Food,McCain Masala - Fries,12000,5,3,11400,375,FALSE,375
Packaged Food,Ching's Secret Schezwan Fried Rice Masala,1500,0,6,1500,20,FALSE,20
Packaged Food,McCain New Mini Samosa with Cheese Pizza Style Filling,12000,1,3,11800,240,FALSE,240
Packaged Food,McCain Chilli Cheesy Nuggets,13000,4,1,12400,250,FALSE,250
Packaged Food,"Whiskas Adult (+1 Year) Dry Cat Food, Ocean Fish Flavour",43000,10,6,38700,1200,FALSE,1
Packaged Food,Chings Instant Soup - Hot & Sour,1000,0,1,1000,15,FALSE,15
Packaged Food,Amul Spray Infant Milk Food,19700,2,6,19300,500,FALSE,500
Packaged Food,McCain Smiles - Pudina Chatka,12000,5,3,11400,375,FALSE,375
Packaged Food,McCain French Fries Crisp & Delicious,17500,4,3,16700,750,FALSE,750
Packaged Food,Ferrero Nutella Hazelnut Spread,22000,5,2,20700,180,FALSE,180
Packaged Food,Lijjat Garlic Papad,6000,5,5,5700,200,FALSE,200
Packaged Food,Switz Samosa Dough Sheets,9000,4,6,8600,50,FALSE,50
Packaged Food,Amul Cheese Spread Creamy,8500,5,6,8000,180,FALSE,180
Packaged Food,Maggi Imli Sauce Pichkoo,2200,0,6,2200,90,FALSE,90
Packaged Food,Whiskas Kitten (2-12 months) Dry Cat Food Food Ocean Fish,38500,9,5,34700,1100,FALSE,1100
Packaged Food,Chings Instant Soup - Sweet Corn Veg,1000,0,2,1000,15,FALSE,15
Packaged Food,Whiskas Wet  Meal (Kitten - Cat Food)  Chicken in Gravy,3500,5,2,3300,85,FALSE,85
Packaged Food,McCain Crazy Fries Masala MixHot 'n' Tangy,12000,5,6,11400,400,FALSE,400
Packaged Food,The Whole Truth Double Cocoa Protein Bar No Sugar,10000,10,6,9000,52,FALSE,52
Packaged Food,Amul Happy Treats French Fries,6800,4,1,6500,425,FALSE,425
Packaged Food,Ferrero Nutella Hazeulnut Spread,38000,6,5,35700,350,FALSE,350
Packaged Food,Veeba Chipolte Southwest Dressing,16100,7,4,14900,300,FALSE,300
Packaged Food,Ching's Secret Manchow Noodles Instant Soup,1500,0,6,1500,20,FALSE,20
Packaged Food,Yoga Bar Breakfast Protein Bar - Blueberry Pie,5000,12,1,4400,50,FALSE,50
Packaged Food,Quaker Oats,19900,7,6,18400,1000,FALSE,1
Packaged Food,The Whole Truth Mini Protein Bar - Coconut Cocoa No Added Sugar,5500,25,6,4100,27,FALSE,27
Packaged Food,Switz Spring Roll Dough Sheets,9000,4,6,8600,1160,FALSE,20
Packaged Food,Unibic Fruit & Nut Real Cranberries & Almonds Protein Bar,4000,17,6,3300,30,FALSE,30
Packaged Food,Ching's Secret Tomato Instant Soup,1000,0,1,1000,16,FALSE,15
Packaged Food,Chef's Basket Durum Wheat Elbow Pasta,16000,50,6,8000,500,FALSE,500
Packaged Food,Sunfeast Yippee! Mood Masala Noodles,6000,28,3,4300,260,FALSE,260
Packaged Food,MTR Breakfast Khatta Meetha Poha Mix,2500,20,6,2000,60,FALSE,60
Packaged Food,Kellogg's Crunchy Fruit & Nut Breakfast Cereals Muesli,44500,9,6,40100,750,FALSE,750
Packaged Food,Ching's Secret Chilli Vinegar,5000,0,4,5000,170,FALSE,170
Packaged Food,Ching's Red Chilli Sauce,5500,0,6,5500,200,FALSE,200
Packaged Food,Amul Lite Spread,4000,2,5,3900,100,FALSE,100
Packaged Food,Borges Durum Wheat Fusilli Pasta ,25000,0,3,25000,500,FALSE,500
Packaged Food,The Whole Truth Cranberry Mini Protein Bar No Sugar,5500,20,6,4400,27,FALSE,27
Packaged Food,The Whole Truth Mini Protein Bar - Coffee Cocoa No Added Sugar,5500,20,6,4400,27,FALSE,27
Packaged Food,Maggi Hot & Sweet Tomato Chilli Sauce,11500,0,1,11500,500,FALSE,500
Packaged Food,Sunfeast YiPPee! Noodles - Magic Masala,9600,5,4,9100,540,FALSE,540
Packaged Food,Chef's Basket Durum Wheat Fusilli Pasta,16000,50,6,8000,500,FALSE,500
Packaged Food,Top Ramen Chicken Noodles,6000,10,1,5400,280,FALSE,280
Packaged Food,Veeba Cheese and Chilli Sandwich Spread,8900,11,6,7900,275,FALSE,275
Packaged Food,Ching’s Secret Chowmein Hakka Noodles Masala ,4400,0,2,4400,60,FALSE,60
Packaged Food,Safal Frozen - Mixed Vegetables,11000,4,2,10500,1000,FALSE,1
Packaged Food,MTR 3 Min Poha,2500,0,6,2500,60,FALSE,60
Packaged Food,Ching's Manchurian Instant Noodles,1500,0,5,1500,60,FALSE,60
Packaged Food,The Whole Truth Peanut Cocoa Mini Protein Bar No Sugar ,5500,25,6,4100,27,FALSE,27
Packaged Food,Gits Pav Bhaji Ready to Eat,11000,22,6,8500,300,FALSE,300
Packaged Food,McCain New Mini Samosa with Cheese Corn Style Filling,12000,1,2,11800,240,FALSE,240
Packaged Food,Lijjat Udad Mini Papad,6000,6,6,5600,200,FALSE,200
Packaged Food,McCain Herb & Garlic Crazy Fries Masala Mix ,12000,5,5,11400,400,FALSE,400
Packaged Food,Yoga Bar Multigrain Energy Bar Nuts And Seeds,4000,12,4,3500,38,FALSE,38
Packaged Food,"Ching's Secret Sauce, Green Chilli",5500,0,5,5500,190,FALSE,190
Packaged Food,Veeba Pizza Topping,7500,6,4,7000,280,FALSE,280
Packaged Food,Switz Paratha Puff,11000,4,6,10500,400,FALSE,400
Packaged Food,"New Kellogg's Muesli with 21% Fruit, Nut & Seeds",32500,6,6,30500,500,FALSE,500
Packaged Food,The Whole Truth Double Cocoa Mini Protein Bar No Sugar,5500,20,5,4400,27,FALSE,27
Packaged Food,Sunfeast Yippee Tricolor Pasta Seasoning,2800,17,1,2300,65,FALSE,65
Packaged Food,Wingreens Cheesy Chipotle Sauce,9900,49,1,5000,130,FALSE,130
Packaged Food,Maggi Rich Tomato Ketchup,10500,4,2,10000,500,FALSE,500
Packaged Food,The Whole Truth Dark Chocolate Peanut Butter - Creamy,23500,25,6,17400,325,FALSE,325
Packaged Food,Godrej Yummiez Chicken Nuggets,32500,9,1,29300,500,FALSE,500
Packaged Food,Go Cheese  Spread Plain,9900,5,6,9400,200,FALSE,200
Packaged Food,Kellogg's Real Almond & Honey Corn Flakes,17500,9,6,15800,300,FALSE,300
Packaged Food,The Whole Truth Vegan Almond Choco Fudge Energy Bar No Sugar,6000,20,6,4800,40,FALSE,40
Packaged Food,Prasuma Vegetable Momos,27000,0,5,27000,24,FALSE,24
Packaged Food,MTR Upma,5000,10,6,4500,160,FALSE,160
Packaged Food,Ching's Schezwan Masala Instant Noodles,6000,0,1,6000,240,FALSE,240
Packaged Food,The Whole Truth Cranberry Protein Bar No Sugar,10000,26,6,7400,52,FALSE,52
Packaged Food,Saffola Yummy Masala Noodles ,2000,0,2,2000,46,FALSE,46
Packaged Food,Veeba English Mustard,7400,6,2,6900,300,FALSE,300
Packaged Food,Dabur Hommade Tamarind Paste,4800,6,6,4500,200,FALSE,200
Packaged Food,Yoga Bar Breakfast Muesli - Almond Caramel (No Added Sugar),32500,4,6,30900,400,FALSE,400
Packaged Food,The Whole Truth Mini Protein Bar - Peanut Butter No Added Sugar,5500,25,6,4100,27,FALSE,27
Packaged Food,ITC Master Chef Crispy Chicken Fries ,17000,4,3,16200,280,FALSE,280
Packaged Food,Kelloggs Corn Flakes,9900,13,6,8600,250,FALSE,250
Packaged Food,Nissin Cup Noodles Tangy Tomato,5000,10,2,4500,70,FALSE,70
Packaged Food,Smith & Jones White Pasta Sauce Mix,4000,0,3,4000,46,FALSE,46
Packaged Food,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,2800,10,1,2500,65,FALSE,65
Packaged Food,Mothers Recipe Tamrind Date Chutney ,5500,9,2,5000,200,FALSE,200
Packaged Food,Veeba Mint Mayonnaise,16900,8,4,15500,300,FALSE,300
Packaged Food,Mccain Emotibites - Crispy Happy Potato Snack,13000,0,6,12900,415,FALSE,415
Packaged Food,The Whole Truth Energy Bar Choco Cranberry Fudge,6000,26,6,4400,40,FALSE,40
Packaged Food,Godrej Yummiez Chicken Lucknowi Seekh Kebab,26000,10,4,23400,400,FALSE,400
Packaged Food,Prasuma Vegetable Momos,15000,0,5,15000,580,FALSE,10
Packaged Food,Mother's Recipe Mixed Pickle,8500,9,2,7700,300,FALSE,300
Packaged Food,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,2800,17,3,2300,65,FALSE,65
Packaged Food,The Whole Truth Peanut Cocoa Protein Bar No Sugar,10000,26,6,7400,52,FALSE,52
Packaged Food,Yoga Bar Breakfast Muesli - Chocolate & Cranberry ,32500,4,6,30900,400,FALSE,400
Packaged Food,Sunfeast YiPPee! Magic Masala Noodles,7000,10,3,6300,405,FALSE,405
Packaged Food,Veeba Sweet Onion Sauce,14100,14,4,12100,350,FALSE,350
Packaged Food,Quaker Oats Breakfast Cereals - With Flavour Mix Nutritious Rich Source Of Energy,4900,8,6,4500,200,FALSE,200
Packaged Food,Mother's Recipe Tamarind Paste,5000,2,6,4900,200,FALSE,200
Packaged Food,Yogabar No Added Sugar Protein Bar Brownie,12500,15,4,10600,60,FALSE,60
Packaged Food,Bambino Popular Vermicelli ,4000,2,3,3900,400,FALSE,400
Packaged Food,Ching's Secret Mix Veg Instant Soup,1000,0,3,1000,15,FALSE,15
Packaged Food,Mother's Recipe Pickle - Red Stuffed Chilli,14500,11,3,12900,400,FALSE,400
Packaged Food,Kellogg's No Added Sugar Muesli,33500,11,6,29800,500,FALSE,500
Packaged Food,Veeba Salsa Dip,11900,6,6,11100,360,FALSE,360
Packaged Food,Veeba Thousand Island Dressing,14900,8,6,13700,300,FALSE,300
Packaged Food,Baggry's Crunchy Muesli Almond Raisins & Honey,13000,0,5,13000,200,FALSE,200
Packaged Food,Knorr Chinese Hot And Sour Veg Soup,5500,3,1,5300,43,FALSE,43
Packaged Food,Go Cheese Spread - Garlic,9900,5,6,9400,200,FALSE,200
Packaged Food,The Whole Truth Peanut Butter With Dates - Creamy No Sugar,21500,9,6,19400,325,FALSE,325
Packaged Food,Zorabian Chicken Smoked Ham,20500,5,1,19400,250,FALSE,250
Packaged Food,Kissan Pineapple Jam,16500,9,1,14900,500,FALSE,500
Packaged Food,Smith & Jones Masala Noodles,8900,0,5,8900,480,FALSE,480
Packaged Food,Nestle Nestle Nan Pro Follow-Up Formula,65000,0,6,65000,400,FALSE,400
Packaged Food,Sunfeast Yippee! Power Up Atta Noodles,9600,15,6,8100,280,FALSE,280
Packaged Food,McCain Super Wedges,12000,7,6,11100,400,FALSE,400
Packaged Food,"Kellogg's Crunchy Granola Honey, Almonds, Strawberries & Pumpkin Seeds",33000,10,1,29400,450,FALSE,450
Packaged Food,Kellogg's Chocos,13000,10,6,11700,250,FALSE,250
Packaged Food,Ching's Secret Just Soak - Whole Wheat Veg Hakka Noodle,3200,0,3,3200,150,FALSE,150
Packaged Food,The Whole Truth Vegan Fig Apricot & Orange Energy Bar No Sugar,6000,20,6,4800,40,FALSE,40
Packaged Food,Saffola Veggie Twist Masala Oats,19500,12,2,17100,500,FALSE,500
Packaged Food,ITC Master Chef Classic Aloo Tikki,8000,10,3,7200,320,FALSE,320
Packaged Food,Smith & Jones Pink Pasta Sauce Mix,4000,0,4,4000,46,FALSE,46
Packaged Food,Wingreens Farms Chipotle Dip,20000,25,1,15000,180,FALSE,180
Packaged Food,Kellogg's Real Almond & Honey Corn Flakes,55000,5,3,52000,1000,FALSE,1
Packaged Food,Kellogg's Crunchy Granola Chocolate & Almonds,33000,10,3,29400,450,FALSE,450
Packaged Food,Cornitos Cornitos Taco Shells - 6 Inches,16000,20,4,12800,180,FALSE,180
Packaged Food,Ching's Secret Singapore Curry Instant Noodles,1500,0,3,1500,60,FALSE,60
Packaged Food,Mother's Recipe Pickle - Mango,12500,9,6,11300,400,FALSE,500
Packaged Food,Godrej Yummiez Chilli Chicken Sausages ,16000,10,3,14400,250,FALSE,250
Packaged Food,Pedigree Dentastix  Dog Treat Oral Care for Adult Medium Breed ,17500,20,6,14000,180,FALSE,180
Packaged Food,Maggi Hot & Sweet - Tomato Chilli Sauce,17000,10,1,15300,1000,FALSE,1
Packaged Food,Ching's Secret Asian Hot Instant Soup,1500,0,3,1500,15,FALSE,15
Packaged Food,Kellogg’s Chocos Protein And Fibre Of 1 Roti,49900,11,6,44400,1200,FALSE,1
Packaged Food,Mother's Recipe Pickle - Mango,14900,26,4,10900,500,FALSE,500
Packaged Food,Chings Secret Manchurian Instant Noodle,6000,0,6,6000,240,FALSE,240
